id,position,form,team,price,pp_million,pp_mil_per_90,total_points,gw_points,minutes,bonus,goals_scored,assists,goals_conceded,own_goals,clean_sheets,saves,yellow_cards,red_cards,value_form,points_per_game,selected_by_percent,element_type,Name,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,9_xPts,10_xPts,11_xPts,12_xPts,13_xPts,total_xP,total_xM
27,Midfielder,0.3,Arsenal,4.7,0.2,18.0,1,0,1,0,0,0,0,0,0,0,0,0,0.1,1.0,0.1,3,Marquinhos,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2
28,Forward,5.0,Arsenal,8.0,5.9,0.7706821480406387,47,8,689,6,5,3,8,0,3,0,4,0,0.6,5.9,69.4,4,Jesus,68.94,71.07,72.5,0.0,73.53,3.84,3.41,5.04,0.0,4.83,17.119999999999997,286.03999999999996
313,Defender,1.0,Arsenal,5.1,4.3,0.9847328244274808,22,2,393,3,0,1,5,0,2,0,0,0,0.2,4.4,12.2,2,Zinchenko,63.07,65.02,73.02,0.0,60.07,2.65,2.38,3.34,0.0,2.81,11.18,261.18
607,Midfielder,0.0,Arsenal,4.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,3,M Smith,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2
630,Midfielder,0.5,Arsenal,4.5,0.2,18.0,1,0,1,0,0,0,0,0,0,0,0,0,0.1,1.0,0.0,3,Nwaneri,0.38,0.39,0.39,0.0,0.39,0.03,0.03,0.04,0.0,0.04,0.14,1.5500000000000003
631,Defender,0.0,Arsenal,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,Sousa,0.38,0.39,0.39,0.0,0.39,0.03,0.03,0.04,0.0,0.04,0.14,1.5500000000000003
29,Midfielder,2.0,Aston Villa,6.7,1.9,0.391304347826087,13,3,437,0,0,0,3,0,3,0,2,0,0.3,1.6,4.3,3,Coutinho,50.69,48.94,48.94,48.94,48.94,3.26,3.1,2.57,2.98,3.23,15.14,246.45
30,Forward,0.7,Aston Villa,6.7,1.9,0.6501901140684411,13,1,263,1,1,0,3,0,1,0,2,0,0.1,1.9,1.0,4,Ings,42.36,42.36,42.36,42.36,42.36,2.79,2.74,2.23,2.62,2.8,13.18,211.8
31,Goalkeeper,5.0,Aston Villa,4.9,6.9,0.8625,34,6,720,2,0,0,10,0,2,23,0,0,1.0,4.2,5.0,1,E Martinez,87.8,87.81,87.81,87.81,87.81,4.0,4.44,3.4,4.02,4.06,19.92,439.04
32,Defender,0.0,Aston Villa,4.3,0.7,0.6923076923076923,3,0,91,0,0,0,1,0,0,0,0,0,0.0,1.5,0.2,2,C Chambers,24.63,17.05,14.74,12.89,12.89,0.89,0.71,0.53,0.5,0.56,3.19,82.2
33,Defender,2.7,Aston Villa,4.7,2.6,0.37142857142857144,12,0,630,1,0,0,10,1,1,0,2,0,0.6,1.7,1.8,2,Digne,0.0,0.0,16.84,39.5,62.17,0.0,0.0,0.67,1.63,3.01,5.31,118.51
35,Goalkeeper,0.0,Aston Villa,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,1,Olsen,1.84,1.84,1.84,1.84,1.84,0.07,0.08,0.07,0.07,0.08,0.37000000000000005,9.200000000000001
36,Midfielder,0.0,Aston Villa,4.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,3,Sanson,0.26,0.26,0.26,0.26,0.26,0.02,0.02,0.02,0.02,0.02,0.1,1.3
37,Midfielder,2.7,Aston Villa,5.2,3.1,0.42401215805471126,16,3,658,0,0,0,9,0,2,0,2,0,0.5,2.0,0.8,3,McGinn,80.4,80.4,80.4,80.4,80.4,3.11,3.12,2.66,2.99,3.21,15.09,402.0
39,Defender,5.7,Aston Villa,4.3,4.9,0.8166666666666668,21,6,540,3,0,0,7,0,2,0,0,0,1.3,3.5,3.6,2,Mings,81.5,81.5,81.5,81.5,81.5,2.84,3.3,2.87,3.02,3.44,15.469999999999999,407.5
40,Forward,2.0,Aston Villa,7.2,3.9,0.536697247706422,28,2,654,3,1,2,9,0,2,0,0,0,0.3,3.5,2.1,4,Watkins,75.15,75.15,75.15,75.15,75.15,4.33,4.18,3.32,4.0,4.33,20.16,375.75
41,Midfielder,0.0,Aston Villa,4.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,3,Nakamba,1.05,1.05,1.05,1.05,1.05,0.07,0.07,0.07,0.07,0.07,0.35000000000000003,5.25
42,Midfielder,1.0,Aston Villa,5.9,2.9,0.8907849829351535,17,1,293,2,1,0,7,0,0,0,0,0,0.2,2.1,0.4,3,Buendia,42.82,42.82,42.82,42.82,42.82,2.68,2.63,2.21,2.54,2.73,12.790000000000001,214.1
43,Defender,0.0,Aston Villa,4.6,1.3,0.2457983193277311,6,0,476,0,0,0,9,0,0,0,2,0,0.0,1.0,4.4,2,Cash,0.0,39.5,62.17,78.5,84.55,0.0,1.63,2.26,3.06,3.77,10.719999999999999,264.72
44,Defender,5.0,Aston Villa,4.4,4.5,0.641838351822504,20,6,631,1,0,0,9,0,2,0,1,0,1.1,2.5,0.3,2,Konsa,80.64,80.64,80.64,80.64,80.64,2.8,3.24,2.73,2.95,3.35,15.069999999999999,403.2
45,Midfielder,4.3,Aston Villa,4.7,5.1,0.9405737704918031,24,2,488,1,1,1,8,0,2,0,1,0,0.9,3.0,7.2,3,Bailey,59.42,59.42,59.42,59.42,59.42,3.25,3.17,2.65,3.05,3.31,15.430000000000001,297.1
46,Midfielder,2.3,Aston Villa,4.8,3.8,1.027027027027027,18,4,333,2,1,0,2,0,2,0,1,0,0.5,2.6,0.5,3,Douglas Luiz,76.5,76.5,77.37,77.37,78.65,2.69,2.71,2.41,2.63,2.85,13.290000000000001,386.39
47,Midfielder,6.0,Aston Villa,5.2,4.6,0.7175043327556326,24,3,577,3,1,1,9,0,2,0,3,0,1.2,3.0,1.2,3,Ramsey,73.4,73.4,72.45,71.69,71.12,3.18,3.18,2.62,2.96,3.16,15.100000000000001,362.06
50,Defender,0.0,Aston Villa,4.8,0.6,0.3,3,0,180,0,0,0,3,0,0,0,0,0,0.0,1.5,0.2,2,Carlos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Midfielder,1.0,Aston Villa,4.9,2.4,0.381625441696113,12,0,566,0,0,0,10,0,0,0,1,0,0.2,1.7,0.1,3,Kamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Forward,0.0,Aston Villa,4.3,0.5,5.0,2,0,9,0,0,0,0,0,0,0,0,0,0.0,1.0,3.1,4,Archer,1.58,5.26,5.26,5.26,5.26,0.15,0.36,0.32,0.35,0.37,1.5500000000000003,22.619999999999997
56,Defender,0.0,Aston Villa,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,2,Guilbert,12.63,5.26,1.05,0.05,0.05,0.6,0.35,0.07,0.0,0.0,1.02,19.040000000000003
410,Defender,0.3,Aston Villa,4.3,0.5,0.22058823529411764,2,1,204,0,0,0,6,0,0,0,0,0,0.1,0.7,0.2,2,Bednarek,7.37,7.37,7.37,7.37,7.37,0.28,0.31,0.28,0.29,0.33,1.4900000000000002,36.85
479,Midfielder,0.3,Aston Villa,4.8,1.7,0.6483050847457628,8,0,236,0,0,0,3,0,1,0,0,0,0.1,1.6,0.1,3,Dendoncker,31.32,31.32,31.32,31.32,31.32,1.67,1.67,1.51,1.63,1.7,8.18,156.6
525,Defender,0.0,Aston Villa,4.3,0.0,0.0,0,0,45,0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,2,Augustinsson,76.83,57.5,42.07,25.66,12.89,2.82,2.4,1.46,0.97,0.56,8.209999999999999,214.95
538,Defender,5.0,Aston Villa,4.4,3.4,1.2540983606557377,15,8,244,2,0,0,1,0,2,0,2,0,1.1,3.8,0.2,2,Young,80.4,73.12,56.83,36.83,21.32,2.65,2.8,1.81,1.3,0.92,9.48,268.5
57,Defender,3.7,Bournemouth,4.4,4.3,0.5733333333333333,19,8,675,2,0,0,15,0,3,0,4,0,0.8,2.4,0.1,2,A Smith,82.14,69.93,72.07,71.6,67.4,2.91,2.29,2.17,2.6,1.78,11.75,363.14
58,Midfielder,0.0,Bournemouth,4.8,0.4,1.2857142857142858,2,0,28,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,3,Stanislas,9.47,17.68,15.79,13.26,9.95,0.79,1.22,1.1,1.03,0.73,4.869999999999999,66.14999999999999
